wallet_address,XP,Farm Level,Farm Level Gold,XP Gold,Total Gold
0x0192ad024CA25C4Af67Cbfe1f3c4bf345F2f32B4,1166,2,"0,0","2,4","2,4"
0x0192ad024CA25C4Af67Cbfe1f3c4bf345F2f32B4 copy,1166,2,"0,0","2,4","2,4"
0x019A89A89F7a281F98342fed61A9251ADaf62607,604,0,"0,0","1,2","1,2"
0x019A89A89F7a281F98342fed61A9251ADaf62607 copy,604,0,"0,0","1,2","1,2"
0x01a0961753e8425D472A24f6527AdBe774DaDb32,776,0,"0,0","1,6","1,6"
0x01A2Ec28858e8c5E91632871A34B8ac849fB1C79,27,0,"0,0","0,1","0,1"
0x01C78e7d4c424B8a8a9f6599F66c6b852b134Ee9,230,0,"0,0","0,5","0,5"
0x01c8270C4869d243FFD42453935F08c35815a6Cc,586,0,"0,0","1,2","1,2"
0x01D2bc4A2d5b9E64bd7D85aF5F336fE4573b4c09,3790,1,"0,0","7,7","7,7"
0x01dbdda3798f43Fd0D3E8A1Cf7cF1914D3859083,992,0,"0,0","2,0","2,0"
0x01dd25A6619a9953E83668c98594f2d3035946D4,21,0,"0,0","0,0","0,0"
0x01DEBF6c50c6Cb65BE4b3Ab39b9277B7319d92Ea,3,0,"0,0","0,0","0,0"
0x01eC241D861E188f211124f2886738389A44E160,2644,0,"0,0","5,3","5,3"
0x01FA9bc026011290a97A038F9f1a10876C63b1e9,86,0,"0,0","0,2","0,2"
0x021A569F5bf2eCccac4D86D360ECC7Fa2aA39211,201,0,"0,0","0,4","0,4"
0x0225Cd6e7b1d520Fa9DA7BbE2593B3FeF875a6d7,2202,0,"0,0","4,5","4,5"
0x0228806914474D67BcF2317B7Aeb9503808fDeB7,8738,0,"0,0","17,7","17,7"
0x022ca32d31da3Ef85922AAFD9aD29C5b2418172C,2077,2,"0,0","4,2","4,2"
0x02434d3dB6dfF6A6639C71E8Aff4FD9bCff90084,240,0,"0,0","0,5","0,5"
0x0244Ad4Ff8BE71001393d1da46Df624e3C31512E,2068,0,"0,0","4,2","4,2"
0x024A88896b6a85BdacB2DE0F23e7fDFCa7091f5c,335,2,"0,0","0,7","0,7"
0x0272A76aadea13F0418a0E2d956bEe9f07eCdcd6,23221,2,"0,0","47,0","47,0"
0x027351afBc91E0df9BD95cb7c69851EAeFc0770b,363,0,"0,0","0,7","0,7"
0x0278a6d2020044C9c5CcA61f6E33abADfB06C234,2,0,"0,0","0,0","0,0"
0x027cAE2ed1a23350A751452e907b4120330F9762,56976,5,"7,0","115,2","122,2"
0x02A647d4B8981E9a9e98d11F2EAa46fA7DfD106f,6682,1,"0,0","13,5","13,5"
0x02B6CabA0a7Da5b8E47815F178ec98ADFb652F54,1534421,15,"29,5","3103,1","3132,6"
0x02c562D5C6b509D7Ce3FB91a99CA5e1B7d7AaaeB,44,0,"0,0","0,1","0,1"
0x02d8CAAc8A2fC18c8123F53f73cCf6E642DE06d6,343,0,"0,0","0,7","0,7"
0x02E1A0d3e5b5Bf8E6C518C2Bc6aF10C365fBD93a,4147,2,"0,0","8,4","8,4"
0x02E598aC7acd2D51d365fE236586a8D00f76312C,118,0,"0,0","0,2","0,2"
0x0317c78426ADA576A71527A7e9dBF09c25F1DCcB,1978,1,"0,0","4,0","4,0"
0x0318C749EdA70facfEcbA718093EaD029e632fAE,218,0,"0,0","0,4","0,4"
0x031E4440B19C6d144eE9EceB6FF782d6686D4D74,483955,15,"29,5","978,7","1008,2"
0x0322C7cf9a2B9639962e8cdBCb727a4646b874de,9,0,"0,0","0,0","0,0"
0x032e781E7d33f66bd6dc6f15CBc2fdeF5De7EfF1,2,0,"0,0","0,0","0,0"
0x0330DFbf57Db6E25C0188798CfB0605c8d76014d,38,0,"0,0","0,1","0,1"
0x03372d9880E4a788033c5508fF8b9666AD367bf5,27418,13,"8,2","55,4","63,6"
0x037E594088DE14AA4eA620634D3FA8093d32Fe5C,52,0,"0,0","0,1","0,1"
0x038125319f9490cC38bf5520088f7Dfe38407F8a,12101,0,"0,0","24,5","24,5"
0x038Add7747605F7E7ecBAd6Ea60D64873A54DD44,1152,0,"0,0","2,3","2,3"
0x03aC9504586df2e3Eff2b870E15E7871549864b7,516,0,"0,0","1,0","1,0"
0x03C2bFd2509dE9b13d0124015077e100a292336D,2,0,"0,0","0,0","0,0"
0x03c39bBA7Ea83362d1c33Afd3F7587482003829c,30,0,"0,0","0,1","0,1"
0x03e4aE853fa5BC1A75BE2128638A4d737d97D34a,5465,1,"0,0","11,1","11,1"
0x0407a33dbe0bA93bf4f6bD22e7EA4fd8B8a1f586,724,1,"0,0","1,5","1,5"
0x0408495cA5E2a88558a6aD3336f86C02f1ab89c5,6,0,"0,0","0,0","0,0"
0x040e6aEaa418Ceda6Ca89F4E7c8Aba1a6413Fe66,556,0,"0,0","1,1","1,1"
0x0414AB2d43867b37Af9cb601B573e3937f4f8784,2052,1,"0,0","4,1","4,1"
0x041601dca62c358323ffD2d33770e2221a64D523,6640,0,"0,0","13,4","13,4"
0x041BD1A64422608C2FAd9f55Bda42808A2Fd8e46,201,0,"0,0","0,4","0,4"
0x0430A123F37B96bB0b8B33784158741e12661581,46,0,"0,0","0,1","0,1"
0x0434416D4336e3E55FE61F28e38e1E729B54C7bC,46,0,"0,0","0,1","0,1"
0x043CE78E7dffA5a167F2D4ae2eFbE306ebF973B2,5774,0,"0,0","11,7","11,7"
0x043D1761746a61bA2af9E0319fc5fe48b32Ab8fb,2041,0,"0,0","4,1","4,1"
0x045961Cc11bB174d6788E5a4A5877e58B12cf8E5,1029,1,"0,0","2,1","2,1"
0x046cFaE9Eae4B3DEdB31e7073B75A18FB496728D,44,0,"0,0","0,1","0,1"
0x047c8081d78c7c534B2206a2B2220b0bFc6d9430,14147,3,"0,0","28,6","28,6"
0x04822958fCf3ab05A2913a0a9CD9F0bF9E63489a,257,0,"0,0","0,5","0,5"
0x048365486434b91FBC59c83698f527e2676A094B,86,0,"0,0","0,2","0,2"
0x049De6fa75E10532709251971E911b4F2e469c97,355184,15,"29,5","718,3","747,8"
0x04caBdFed8989293B429d958271Dfea897D73737,114,0,"0,0","0,2","0,2"
0x04Cba99bf19958470d03BE77Fd1936C1AC73784D,10,0,"0,0","0,0","0,0"
0x04CD503A98c88124979F73E219B2C464122981e7,7240,1,"0,0","14,6","14,6"
0x04D118824D12Da4c33C70c11c6780C1961084CbD,234,0,"0,0","0,5","0,5"
0x04E5d9C2735E8d66efb06bbE62a27866C1663450,114,0,"0,0","0,2","0,2"
0x04e6cA7BEdD340EB85d26f875ED1286c0D2E5232,41,0,"0,0","0,1","0,1"
0x04e70c5b829367A80eC38b762c1aCB4EF162aD58,65,0,"0,0","0,1","0,1"
0x04F5c2d2bd3962D31A424197Fd685096DBeC90A3,147,0,"0,0","0,3","0,3"
0x04F648bb839033BBA7C6341529Bd7dd6fD6d413e,7320,0,"0,0","14,8","14,8"
0x05013ab94E8D499c67A8EE0053d729f5C4f48834,20,0,"0,0","0,0","0,0"
0x0503bF05c49F96faaC2B0f5fD394672eD4603C52,39,0,"0,0","0,1","0,1"
0x05097C27631f3C41237c7AbEf075c4B8e281EAe7,51585,10,"8,2","104,3","112,5"
0x050B7CF6657a0cA2B5aCeDE5D57651b04B75B0a6,30,0,"0,0","0,1","0,1"
0x050C1C3D2E802dD6208Acee28806CC65f35F9327,906,0,"0,0","1,8","1,8"
0x0515b7819A045AeB797E984Acb0D05cDAfA98D35,47974,10,"8,2","97,0","105,2"
0x0519D0D546EfCAAC8CFDB06edDcb605AC55c015E,72,0,"0,0","0,1","0,1"
0x0521C7212C72e7fb2fbEb9BE54BC19c5004bEe47,44,0,"0,0","0,1","0,1"
0x053FFa22717579ffaa93730A76264394F91FCD5F,15,0,"0,0","0,0","0,0"
0x05782387C5572E96D72F4bcd8cB61F8d7c3FB16f,267,1,"0,0","0,5","0,5"
0x057f90B4D06a1b96a68d00fF27BC1AF80385423e,6925,2,"0,0","14,0","14,0"
0x0589A2CDd2bEd699ecf537287E9728b7E70e1cf5,1992,1,"0,0","4,0","4,0"
0x058a9BBaA8E8e4Dbd3DEfB383aEe69D617e83d6A,30,0,"0,0","0,1","0,1"
0x058BCF02EcB84f10270262339689F8FDFC52A24c,16079,1,"0,0","32,5","32,5"
0x058F91562BDdF17D274401c724beAA76f0F3ff90,371,0,"0,0","0,8","0,8"
0x059C8484D99Eb132923D5eBc1e29CBAB2132ab79,8082,0,"0,0","16,3","16,3"
0x05Ad686a7170194F3C2dB01ECAC0B21f0f002f85,241,0,"0,0","0,5","0,5"
0x05b5b142CabC22723eEba3c0D8DAfd2619E483Ef,811,0,"0,0","1,6","1,6"
0x05Cb0393Afab5A2Dc4B924BA6694975C0f99CbB1,220,0,"0,0","0,4","0,4"
0x05DD1b3ABa044d4Ce6142118a8bb09C470169939,22774,5,"7,0","46,1","53,1"
0x05f2c11996d73288AbE8a31d8b593a693FF2E5D8,16594,1,"0,0","33,6","33,6"
0x05F4B847ae188662f9f2adA01149599bbcBf3158,5,0,"0,0","0,0","0,0"
0x05feE1E58efaE7d94E5d26113528962976f57A79,316,0,"0,0","0,6","0,6"
0x06015Ae5e6a99243aA8761b67C14003CA41A5edF,15139,1,"0,0","30,6","30,6"
0x0603F71d8ddd6742Fd03F262d6fAbCE844741a13,192,0,"0,0","0,4","0,4"
0x060950D041bF0402B973C8e62793B2B561F8C64a,1454,0,"0,0","2,9","2,9"
0x060FE435840eF09AFe2E2bFFc0F4c2125DbA3626,712,0,"0,0","1,4","1,4"
0x0613BD6d359f576917c6cC732F835536Ec18F521,784,0,"0,0","1,6","1,6"
0x0627Aa811F046dEfCdAf71fB7873529967A657e0,54665,10,"8,2","110,6","118,7"
0x06299F83D638b869541243852DEd20f7A0F9b060,1,0,"0,0","0,0","0,0"
0x062C81F79776E3B5E62f17641a84667ce66f31a4,3745,0,"0,0","7,6","7,6"
0x06306569Ad7e2154F61eA0CD65C9ac81195BdDf0,532855,15,"29,5","1077,6","1107,1"
0x0631ec12626d1A9552Ed8c85BB46Fe07a0e51901,217,0,"0,0","0,4","0,4"
0x06441F65403BB28b9B4FDC8E7F3e9A3e201566bA,97,0,"0,0","0,2","0,2"
0x064980edD7D43AbEE781f49A4e31C06Df05EcccB,6978,1,"0,0","14,1","14,1"
0x064f5692B711FE69Cc10ef3848bA659B8B6dCEfa,518,0,"0,0","1,0","1,0"
0x0662596A2a8F7FE81E13F5b68F77E851A1251f73,125,0,"0,0","0,3","0,3"
0x066310322fed8a225DAf9eA93584c5f5b7A62491,222,0,"0,0","0,4","0,4"
0x067AC7fA77297469767b9809223601a91A92739E,24503,6,"7,0","49,6","56,6"
0x069b8CD76D66Fce76670D50f006106bf173590E8,39680,0,"0,0","80,2","80,2"
0x06A144305e9Ef0A2553BAaadE5617FEE82C794c8,135,0,"0,0","0,3","0,3"
0x06c965e22c502B9cf3d141E2B0c74110E00459D1,91,0,"0,0","0,2","0,2"
0x06CA68f1f065BA743e92BB2328f28f2383534BCD,129,0,"0,0","0,3","0,3"
0x06E0466B0f98aA0408266307B36B4294070E8DED,3,0,"0,0","0,0","0,0"
0x06E64cfC77EdAbA6593feBB8bb5F3a5e44415844,44,0,"0,0","0,1","0,1"
0x06ea0B7e7Cd8E93B7F08eef059eCCf7da89E31ce,148,0,"0,0","0,3","0,3"
0x06f322AAdE8bD3097e8CF97878846f3751307c43,110,0,"0,0","0,2","0,2"
0x06F5e5f48240AD36676F914367C2CfD48b71458a,577,1,"0,0","1,2","1,2"
0x06fAC54086936c4F3dc37Ff3E47f45cf59105825,520,0,"0,0","1,1","1,1"
0x06fc61700D2953B965f73144864187BEf58d9B97,1750,0,"0,0","3,5","3,5"
0x0725b9e728A5761606dA20b8f70d4C22e00b47B6,20,0,"0,0","0,0","0,0"
0x072FD1d8539f83B469aaf134752988AE1598eA73,4971,0,"0,0","10,1","10,1"
0x073587790AE03769e38F221cE27475D213cc1CB6,79907,10,"8,2","161,6","169,8"
0x073c332CEd8b9C6e73B3d3eF4EE6F0862fff3549,1445,1,"0,0","2,9","2,9"
0x07510FeaD2a0D7a0Ea750B4ac0f3B6e41Bcd548A,122,0,"0,0","0,2","0,2"
0x07541030eB7cD0B4Dace717b3a72a0cEFc7AcA9e,2146,0,"0,0","4,3","4,3"
0x075a51d1B5458013aa7528f65737b477c753D490,972,1,"0,0","2,0","2,0"
0x076B9af4BF42Fc9D48C58ecaFABaaf732A0E92a4,49,0,"0,0","0,1","0,1"
0x077622bb910aD238764bBb2b2C5f358f6A49DE10,6930,1,"0,0","14,0","14,0"
0x0784b309a2e8b42A1d00937bD016937b090Dec83,8,0,"0,0","0,0","0,0"
0x07892B1E2F170b56b06d5f269d228f79f5021cC8,37,0,"0,0","0,1","0,1"
0x078CC4caa131eB9d6D3E31847946d5F37fd3F58b,1993,2,"0,0","4,0","4,0"
0x07a004dA1360dEd81e405B1e984434Ad639B32BD,4934,0,"0,0","10,0","10,0"
0x07B257d42965F8157FD0570a9AF2C5F9AEfa440A,600,0,"0,0","1,2","1,2"
0x07b2cFB7674876fb34EeeD3248E99Bc63d238F91,1546,1,"0,0","3,1","3,1"
0x07E642Dc0Ef0160Cb17c6709CCc9eF40b178316d,72,0,"0,0","0,1","0,1"
0x07Ea687C51103D3Ea021c019e2B2ffFA40FCa432,20,0,"0,0","0,0","0,0"
0x07Fe48EE51312E414a12D9fDa3FE8dE6e7bE85E5,2,0,"0,0","0,0","0,0"
0x080e7d0B6f0729E01E6a177527783d3D1acF5193,2,0,"0,0","0,0","0,0"
0x0811CCBa589d85A507CBe7b3e73AEa564fBd8500,1321,0,"0,0","2,7","2,7"
0x0813290698e0fE46fbecA7974c598920c35D27FA,201,0,"0,0","0,4","0,4"
0x082618618a34399c0E86eE96317813bb7A858D63,390,0,"0,0","0,8","0,8"
0x08364e0Cc4d2E071E9BA7736fB9ca07cB5cA490c,422,0,"0,0","0,9","0,9"
0x0861Fe169C5B8aA0811a7F9154ffe8BCf0B18b80,209,1,"0,0","0,4","0,4"
0x0862c53908e9DEaEd1E0efC88Ff9F0afbEd47b24,4,0,"0,0","0,0","0,0"
0x0868689f860fDB432B2a252d2603E6AFfA1E8FbD,532,0,"0,0","1,1","1,1"
0x0871deb34BFd2052b1c10dC4f6c0912A2A47e927,40264,15,"29,5","81,4","110,9"
0x0875a3ec63B5fa8A60FD12Aa99a294b4d36ED3B5,256,0,"0,0","0,5","0,5"
0x0882f21DD87e5e877Af818fb7eD8FD816d76aDec,890,0,"0,0","1,8","1,8"
0x088350D5a27552347b7fD9BA38B44508F59D6692,338,1,"0,0","0,7","0,7"
0x0898875D5De284213c0AD19acD6ce2a19aaa95b6,54,1,"0,0","0,1","0,1"
0x089A94845EadEF0697969D67222646BbC1606305,18995,5,"7,0","38,4","45,4"
0x08A474203d14053EaBC30A5bf877Bd22A6554f0C,246,0,"0,0","0,5","0,5"
0x08A4ca040147Dc1C9135F93871c195df27ef37Fc,2,0,"0,0","0,0","0,0"
0x08ABa4A72D866c1fC1dDA72508E0CD47388304Ac,4828,0,"0,0","9,8","9,8"
0x08BE2207EB1c713e3d4e9Bee1E414F11b51CB857,12003,3,"0,0","24,3","24,3"
0x08c9610088644735e6fE7b27C2DD3cf428D45Cd3,468978,10,"8,2","948,4","956,6"
0x08cA641F5259b47F30a287D91916eb49f5Dc0785,3448,0,"0,0","7,0","7,0"
0x08Cadf5cdF01C311d48FE989B23f3F657244D0ba,1,0,"0,0","0,0","0,0"
0x08D6ddD9Dbc03213c2d47e8Ce4082383F9285beC,1647,1,"0,0","3,3","3,3"
0x08eC50b21053677109a124bE02424341D2B56983,34,0,"0,0","0,1","0,1"
0x09075f3A384c1205ee66d07653F9a511b5F55a64,31,0,"0,0","0,1","0,1"
0x0907fb24626a06e383BD289A0e9C8560b8cCC4b5,331,0,"0,0","0,7","0,7"
0x091caFe937Cc446fCC45a87FCbB8d55590B862Dd,158,0,"0,0","0,3","0,3"
0x0938E69cd98a1aebf32976E06c2EDbf58F9CfC2C,660,1,"0,0","1,3","1,3"
0x094B9753bC422F4869F13c19807483Bc0F06387E,20,0,"0,0","0,0","0,0"
0x095743802b0E71905c56dC25bF4Ac8Bb6232D7C6,524,0,"0,0","1,1","1,1"
0x09641015fB8b08388A7367b946e634d37DDdfFaa,64748,15,"29,5","130,9","160,5"
0x097DE0671b3fcD9E1ED0d1fC13d9eCbE9bC27e62,130,0,"0,0","0,3","0,3"
0x098850d7C5E3e42de90D1b2D9254bA01a6068405,32,0,"0,0","0,1","0,1"
0x09891a812068760592AC821b15D65c8b11936E90,277412,15,"29,5","561,0","590,5"
0x098C3372CF87698A5D08663B4b53E0FEA2730704,60104,10,"8,2","121,6","129,7"
0x09924906af716F2B61aF0322258574B6b7203270,2,0,"0,0","0,0","0,0"
0x0994F489B1Df67277bBf40b90FDACe2bE8616466,390,0,"0,0","0,8","0,8"
0x0995B15bb003B1b9c7e4e15864B4726e1200ec1a,104834,10,"8,2","212,0","220,2"
0x09Ad395a3D503cbe49567712C08682ACc750ed41,900,0,"0,0","1,8","1,8"
0x09D81bED04D9739E6C5EeC59F22377861B25479B,78,0,"0,0","0,2","0,2"
0x09d87bd8f43D85ff0Dfe5Bd488598F276340fc43,14,0,"0,0","0,0","0,0"
0x09e0a7886B11bf547a99079AF128727725dcBfBF,362,0,"0,0","0,7","0,7"
0x09f974D9dcAd2E2D5290a3D52de47521BFF74aa6,24,0,"0,0","0,0","0,0"
0x09fBd9CaF3eD23A816661aD4ad6A7c6b36F4f8dA,44,0,"0,0","0,1","0,1"
0x09fdF1214dea83Ae9E4313356aFA71DeB3549303,528,0,"0,0","1,1","1,1"
0x0a0cA9DBE0339FB72514cf29A561b10BdCa3B9D1,930,0,"0,0","1,9","1,9"
0x0a1cB7B4E9BAF8fF6609f8252D925211Cad5072d,134,0,"0,0","0,3","0,3"
0x0a20BFdbddB5283caF037260A2c82F2367E2103e,142961,15,"29,5","289,1","318,6"
0x0A386E172DE366D03CE8dA32F6b88AB0CF99B893,153,0,"0,0","0,3","0,3"
0x0a4775b86E57970413611C659be443Da617fb079,27,0,"0,0","0,1","0,1"
0x0a564B0C04BCF691EE739358816AD7BF381c3049,1,0,"0,0","0,0","0,0"
0x0A65Eb080D0C354Cff45562Fb69caFa568664d1A,303,0,"0,0","0,6","0,6"
0x0a83Cf73b063cd6DAFD7C2DC11d040604Bd09714,14977,1,"0,0","30,3","30,3"
0x0a8E9CB4BC4cE34B13d55c4Ba70c51eaBe661ffc,1575,1,"0,0","3,2","3,2"
0x0AA737f2ca01f6DA44060f0Ca540489379C68806,9,0,"0,0","0,0","0,0"
0x0Ac5fFEb83C5FF9724a266903Da39DAd0F7299C8,307,0,"0,0","0,6","0,6"
0x0AcCd9C226f0c174dE9490ED133976bB9d6B74a1,38,0,"0,0","0,1","0,1"
0x0Acd70f0Ad1C809Cc3B90Dad4a3BC3d1E82c4e47,53065,10,"8,2","107,3","115,5"
0x0Ae0670AcC7a0B8850132eBe3CbB43b7bBf92B11,23,0,"0,0","0,0","0,0"
0x0AE5F2dEeAa313FAa4a5D187328985D301E37021,8,0,"0,0","0,0","0,0"
0x0aF4a5c820cC97fC86d9be25d3cD4791eD436866,5753,1,"0,0","11,6","11,6"
0x0B1DeC24F58c1F6327daDbe9a40dD923394Cf7F5,161,1,"0,0","0,3","0,3"
0x0b1e2E71de642D4Bf4C41bc6E0de0235a3D54B56,3561,3,"0,0","7,2","7,2"
0x0B2134dA20ef5b9771507342352EA919811f8ea8,1071,1,"0,0","2,2","2,2"
0x0B22861932D2845db1543319b8512604F777c761,1431,0,"0,0","2,9","2,9"
0x0B2bE6914850c5aCBf02F3Ba1f6383bb624D36B8,43,0,"0,0","0,1","0,1"
0x0b3291D90910BcdFDdC4B840dFdb8934bff3165b,384,0,"0,0","0,8","0,8"
0x0B32b6a775cCF57ff75078a702249A65c8A581Fe,2,0,"0,0","0,0","0,0"
0x0b4224543a1dF6C96d8401185a0B6C8d04B49000,7144,0,"0,0","14,4","14,4"
0x0B4D8ddD200802C7F9Bec2D127603d194F1C42f4,1,0,"0,0","0,0","0,0"
0x0B5ea184bABAae4506d11F4A9888019e5eCeCD2d,315,0,"0,0","0,6","0,6"
0x0B63eCda6D0489d043b11671eD11bA704A8F3D36,1880,1,"0,0","3,8","3,8"
0x0B6D56B0aEbCbA43052e7C172De9754338fd3dD1,262,0,"0,0","0,5","0,5"
0x0B7576A64A0F4b4924D55eD328Ede4979446521B,626,0,"0,0","1,3","1,3"
0x0B7f27a76b3F2551885518D59C4F9b1c6bBd545d,227,0,"0,0","0,5","0,5"
0x0b86c97f60Ae5A0d442de0AAdf36CdF7E61b30D6,2048,1,"0,0","4,1","4,1"
0x0b9081FA59867311152cfFdA61e96A97fD278959,1513,0,"0,0","3,1","3,1"
0x0b9ff1dB745F724DE94D43a773D37dB22f91bFAf,7869,5,"7,0","15,9","22,9"
0x0BB5039E329c7d5e9458b8435Ce15AEB9dA1D6c9,5,0,"0,0","0,0","0,0"
0x0bbC74a467Ff35a0edDf21b53F71feA7E98872d6,1974,0,"0,0","4,0","4,0"
0x0bCeDa01e142Ba9F61592c2C770D02173ae22035,166,0,"0,0","0,3","0,3"
0x0Bd22c290Ef174CFD7Ab49Cb319D79Fe62519De2,273,1,"0,0","0,6","0,6"
0x0BE17f4918C25E9fcc9ddf639AA6B8767092F402,19,0,"0,0","0,0","0,0"
0x0BF2443779bBb1963F2d33722c9fe1BC13DD2F01,8800,0,"0,0","17,8","17,8"
0x0bf7Fb51211b4842bAd8E831ba2F42fcB836C7e1,242,0,"0,0","0,5","0,5"
0x0c086D716Ae6EFD2Dc8C3Ec25880e02970FEF77C,9,0,"0,0","0,0","0,0"
0x0c0E101708143430affA0F96F529C7E8f729b116,2,0,"0,0","0,0","0,0"
0x0c10e56b814f56273178b6fAd9597C70D3fa6E1A,1872,0,"0,0","3,8","3,8"
0x0C1d907F7EeCb18288e4E0985993ABB9F699742b,12,0,"0,0","0,0","0,0"
0x0C3468B92b488cE25b5770FE5Cf7E22FDE40aa6B,358,0,"0,0","0,7","0,7"
0x0c35AD0125c2058697Bc823A3dE075F736b2C7A1,366,1,"0,0","0,7","0,7"
0x0C3a8eE0799E903fdB44C50FF8836aEea3A8BE6D,4812,1,"0,0","9,7","9,7"
0x0C3F5D662bE9071b0d6272CD631Bd5ac0128B8ec,28652,0,"0,0","57,9","57,9"
0x0c4C135B681E0152256CCe4322BD49712c269821,520,0,"0,0","1,1","1,1"
0x0c564d848328fD082D7C6A48bf0C0a7AD0c2D8A8,58,0,"0,0","0,1","0,1"
0x0C5D66B3ebEE770b32bDdd20ae0587c8Aa81beAf,199171,10,"8,2","402,8","411,0"
0x0c6306c1ff8F0cA8432B761085d5Ce74160A499a,3907,1,"0,0","7,9","7,9"
0x0C69e98AA51b94585B7c2538B5652c5D4B984dC1,3706,0,"0,0","7,5","7,5"
0x0c73bd89DE56a99E1D8B36993cE9afe9D0C7dae3,38,0,"0,0","0,1","0,1"
0x0C7e56362a967B0611C06733BaDAD29e77ABc5E9,357,0,"0,0","0,7","0,7"
0x0C96A245E754B548bCe323ced3Ef6412243bDBe8,630,0,"0,0","1,3","1,3"
0x0CA03053f859f8199Cd1E4005b54fde8A88051ad,4440,0,"0,0","9,0","9,0"
0x0ca5EC2aFd63A192dE5aA103F134Bb59F0e47f7F,4658,1,"0,0","9,4","9,4"
0x0CAa59A005a63FAba66973D4C1dd447fc2951F36,1170,1,"0,0","2,4","2,4"
0x0cAB3CcED31700136d3df5D745798DcAEA7115d4,7,0,"0,0","0,0","0,0"
0x0cBA19628b233633ce8E7a7E6F8588b5dFD7fAd0,1840,1,"0,0","3,7","3,7"
0x0CD86c26f44b3c96d1E63cfdb4224399Ec37edDD,470,0,"0,0","1,0","1,0"
0x0Ce390F18Af702Cca546297845a4A51D102123cf,72,0,"0,0","0,1","0,1"
0x0CE660a2a5a6e0ab58778BD0415Bd4B36B1682D6,56,0,"0,0","0,1","0,1"
0x0cfEC2D9351C60f6c8A2E0f41c785c095EBBd023,9354,1,"0,0","18,9","18,9"
0x0cfFE47deC372E3a4424dE39429C22BA5b70297F,10,0,"0,0","0,0","0,0"
0x0D175B89987038A6b4BFef2e6841a1700e16897C,393,1,"0,0","0,8","0,8"
0x0d2E911C371dc46404fe73a619C58075C8DBC915,80,0,"0,0","0,2","0,2"
0x0D30552c31617780a86B51e22d2417C845280A59,58,0,"0,0","0,1","0,1"
0x0D3ae820AbA279712eC2ca1dCC1c63de757716c8,42369,10,"8,2","85,7","93,8"
